Time,Toy Soldier Parachute Drop,Frozen Ever After - Presented by Blue Cross,Big Grizzly Mountain Runaway Mine Cars,Wandering Oaken's Sliding Sleighs,RC Racer,Iron Man Experience - Presented by AIA,Mystic Manor,Hyperspace Mountain
16:08,40.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
16:09,40.0,15.0,15.0,15.0,15.0,10.0,15.0,15.0
16:10,40.0,15.0,15.0,20.0,20.0,10.0,15.0,15.0
16:11,40.0,15.0,15.0,25.0,20.0,10.0,15.0,15.0
16:12,40.0,15.0,15.0,25.0,20.0,10.0,15.0,15.0
16:13,40.0,15.0,15.0,25.0,25.0,10.0,15.0,15.0
16:14,40.0,15.0,15.0,25.0,30.0,10.0,15.0,15.0
16:15,40.0,15.0,15.0,25.0,30.0,10.0,15.0,15.0
16:16,40.0,15.0,15.0,25.0,30.0,10.0,15.0,15.0
16:17,40.0,15.0,15.0,25.0,30.0,10.0,15.0,15.0
16:18,40.0,15.0,15.0,25.0,30.0,10.0,15.0,15.0
16:19,40.0,15.0,15.0,25.0,30.0,10.0,15.0,15.0
16:20,40.0,15.0,15.0,25.0,30.0,10.0,15.0,15.0
16:21,40.0,15.0,15.0,25.0,30.0,10.0,15.0,15.0
16:22,40.0,15.0,15.0,25.0,30.0,10.0,15.0,15.0
16:23,40.0,15.0,15.0,25.0,30.0,10.0,15.0,10.0
16:24,40.0,15.0,15.0,25.0,30.0,10.0,15.0,10.0
16:25,40.0,15.0,15.0,25.0,30.0,10.0,15.0,5.0
16:26,40.0,15.0,15.0,25.0,30.0,10.0,15.0,5.0
16:27,40.0,15.0,15.0,25.0,30.0,10.0,15.0,5.0
16:28,45.0,15.0,15.0,25.0,30.0,10.0,15.0,5.0
16:29,45.0,15.0,15.0,25.0,30.0,10.0,15.0,5.0
16:30,50.0,15.0,15.0,25.0,30.0,10.0,15.0,5.0
16:31,50.0,15.0,15.0,25.0,30.0,10.0,15.0,5.0
16:32,50.0,15.0,20.0,25.0,30.0,10.0,15.0,5.0
16:33,50.0,15.0,20.0,25.0,30.0,10.0,15.0,5.0
16:34,50.0,15.0,25.0,25.0,30.0,10.0,15.0,5.0
16:35,50.0,15.0,30.0,25.0,30.0,10.0,15.0,5.0
16:36,50.0,15.0,30.0,25.0,30.0,10.0,15.0,5.0
16:37,50.0,15.0,35.0,25.0,30.0,10.0,15.0,5.0
16:38,50.0,15.0,40.0,25.0,30.0,10.0,15.0,5.0
16:39,50.0,15.0,40.0,25.0,30.0,10.0,15.0,5.0
16:40,50.0,15.0,40.0,25.0,30.0,10.0,15.0,5.0
16:41,50.0,15.0,45.0,25.0,30.0,10.0,15.0,5.0
16:42,50.0,15.0,45.0,25.0,30.0,10.0,15.0,5.0
16:43,50.0,15.0,45.0,20.0,30.0,10.0,15.0,5.0
16:44,50.0,15.0,45.0,20.0,30.0,10.0,15.0,5.0
16:45,50.0,15.0,45.0,20.0,30.0,10.0,15.0,5.0
16:46,50.0,15.0,45.0,20.0,30.0,10.0,15.0,5.0
16:47,50.0,15.0,45.0,20.0,35.0,10.0,15.0,5.0
16:48,50.0,15.0,45.0,20.0,35.0,10.0,15.0,5.0
16:49,50.0,15.0,45.0,20.0,35.0,10.0,15.0,5.0
16:50,50.0,15.0,45.0,20.0,40.0,10.0,15.0,5.0
16:51,50.0,15.0,45.0,20.0,40.0,10.0,15.0,5.0
16:52,50.0,15.0,40.0,20.0,40.0,10.0,15.0,5.0
16:53,45.0,15.0,40.0,20.0,40.0,10.0,15.0,5.0
16:54,40.0,15.0,35.0,20.0,40.0,10.0,10.0,5.0
16:55,40.0,15.0,35.0,20.0,40.0,10.0,10.0,5.0
16:56,40.0,15.0,30.0,20.0,40.0,10.0,10.0,5.0
16:57,40.0,15.0,30.0,20.0,40.0,10.0,10.0,5.0
16:58,40.0,15.0,30.0,20.0,35.0,10.0,10.0,5.0
16:59,40.0,15.0,30.0,20.0,35.0,10.0,10.0,5.0
17:00,40.0,15.0,30.0,20.0,30.0,10.0,10.0,5.0
17:01,40.0,15.0,30.0,20.0,30.0,10.0,10.0,5.0
17:02,40.0,15.0,30.0,20.0,30.0,10.0,10.0,5.0
17:03,40.0,15.0,30.0,20.0,30.0,10.0,10.0,5.0
17:04,40.0,15.0,30.0,20.0,30.0,10.0,10.0,5.0
17:05,40.0,15.0,30.0,20.0,30.0,10.0,10.0,5.0
17:06,40.0,15.0,30.0,20.0,30.0,10.0,10.0,5.0
17:07,40.0,15.0,30.0,20.0,30.0,10.0,10.0,5.0
17:08,40.0,15.0,30.0,20.0,30.0,10.0,10.0,5.0
17:09,40.0,15.0,30.0,20.0,30.0,10.0,10.0,5.0
17:10,40.0,15.0,30.0,20.0,30.0,10.0,10.0,5.0
17:11,40.0,15.0,30.0,20.0,30.0,10.0,10.0,5.0
17:12,40.0,15.0,30.0,20.0,30.0,10.0,10.0,5.0
17:13,40.0,15.0,30.0,20.0,30.0,10.0,10.0,5.0
17:14,40.0,15.0,30.0,20.0,30.0,10.0,10.0,5.0
17:15,40.0,15.0,30.0,20.0,30.0,10.0,10.0,5.0
17:16,40.0,15.0,30.0,20.0,30.0,10.0,10.0,5.0
17:17,40.0,15.0,30.0,20.0,30.0,10.0,10.0,5.0
17:18,35.0,15.0,30.0,15.0,30.0,10.0,10.0,5.0
17:19,35.0,15.0,30.0,15.0,30.0,10.0,10.0,5.0
17:20,30.0,15.0,30.0,10.0,30.0,10.0,10.0,5.0
17:21,30.0,15.0,30.0,10.0,30.0,10.0,10.0,5.0
17:22,30.0,15.0,30.0,10.0,30.0,10.0,10.0,5.0
17:23,30.0,15.0,30.0,10.0,30.0,10.0,10.0,5.0
17:24,30.0,15.0,30.0,10.0,30.0,10.0,5.0,5.0
17:25,30.0,15.0,30.0,10.0,30.0,10.0,5.0,5.0
17:26,30.0,15.0,30.0,10.0,30.0,10.0,5.0,5.0
17:27,30.0,15.0,30.0,10.0,30.0,10.0,5.0,5.0
17:28,30.0,15.0,30.0,10.0,30.0,10.0,5.0,5.0
17:29,30.0,15.0,30.0,10.0,30.0,10.0,5.0,5.0
17:30,30.0,15.0,30.0,10.0,30.0,10.0,5.0,5.0
17:31,30.0,15.0,30.0,10.0,30.0,10.0,5.0,5.0
17:32,30.0,15.0,30.0,10.0,30.0,10.0,5.0,5.0
17:33,30.0,15.0,30.0,10.0,30.0,10.0,5.0,5.0
17:34,30.0,15.0,30.0,10.0,30.0,10.0,5.0,5.0
17:35,30.0,15.0,30.0,10.0,30.0,10.0,5.0,5.0
17:36,30.0,15.0,30.0,10.0,30.0,10.0,5.0,5.0
17:37,30.0,15.0,30.0,10.0,30.0,10.0,5.0,5.0
17:38,35.0,15.0,30.0,10.0,30.0,10.0,5.0,5.0
17:39,35.0,15.0,30.0,5.0,30.0,10.0,5.0,5.0
17:40,40.0,15.0,30.0,5.0,30.0,10.0,5.0,5.0
17:41,40.0,15.0,30.0,5.0,30.0,10.0,5.0,5.0
17:42,40.0,15.0,30.0,5.0,30.0,10.0,5.0,5.0
17:43,40.0,15.0,30.0,5.0,30.0,10.0,5.0,5.0
17:44,40.0,10.0,30.0,5.0,30.0,10.0,5.0,5.0
17:45,40.0,10.0,30.0,5.0,30.0,10.0,5.0,5.0
17:46,40.0,10.0,30.0,5.0,30.0,10.0,5.0,5.0
17:47,40.0,10.0,25.0,5.0,30.0,10.0,5.0,5.0
17:48,40.0,10.0,25.0,5.0,25.0,10.0,5.0,5.0
17:49,40.0,10.0,20.0,5.0,25.0,10.0,5.0,5.0
17:50,40.0,10.0,20.0,5.0,20.0,10.0,5.0,5.0
17:51,40.0,10.0,15.0,5.0,20.0,10.0,5.0,5.0
17:52,40.0,10.0,15.0,5.0,20.0,10.0,5.0,5.0
17:53,45.0,10.0,15.0,5.0,20.0,10.0,5.0,5.0
17:54,45.0,10.0,15.0,5.0,20.0,10.0,5.0,5.0
17:55,50.0,10.0,15.0,5.0,20.0,10.0,5.0,5.0
17:56,50.0,10.0,15.0,5.0,20.0,10.0,5.0,5.0
17:57,50.0,10.0,15.0,5.0,20.0,10.0,5.0,5.0
17:58,50.0,10.0,15.0,5.0,20.0,10.0,5.0,5.0
17:59,50.0,10.0,15.0,5.0,20.0,10.0,10.0,5.0
18:00,50.0,10.0,15.0,5.0,20.0,10.0,10.0,5.0
18:01,50.0,10.0,15.0,5.0,20.0,10.0,10.0,5.0
18:02,50.0,10.0,15.0,5.0,20.0,10.0,10.0,5.0
18:03,50.0,10.0,15.0,5.0,20.0,10.0,10.0,5.0
18:04,50.0,10.0,15.0,5.0,20.0,10.0,10.0,5.0
18:05,50.0,10.0,15.0,5.0,20.0,10.0,10.0,5.0
18:06,50.0,10.0,15.0,5.0,20.0,10.0,10.0,5.0
18:07,50.0,10.0,15.0,5.0,20.0,10.0,10.0,5.0
18:08,50.0,10.0,15.0,5.0,15.0,10.0,10.0,5.0
18:09,50.0,10.0,15.0,5.0,15.0,10.0,10.0,5.0
18:10,50.0,10.0,15.0,5.0,10.0,10.0,10.0,5.0
18:11,50.0,10.0,15.0,5.0,10.0,10.0,10.0,5.0
18:12,50.0,10.0,15.0,5.0,10.0,10.0,10.0,5.0
18:13,50.0,10.0,15.0,5.0,10.0,10.0,10.0,5.0
18:14,50.0,10.0,15.0,5.0,10.0,10.0,10.0,5.0
18:15,50.0,10.0,15.0,5.0,10.0,10.0,10.0,5.0
18:16,50.0,10.0,15.0,5.0,10.0,10.0,10.0,5.0
18:17,50.0,10.0,15.0,5.0,10.0,10.0,10.0,5.0
18:18,50.0,10.0,15.0,5.0,10.0,10.0,10.0,5.0
18:19,50.0,10.0,15.0,5.0,10.0,10.0,10.0,5.0
18:20,50.0,10.0,15.0,5.0,10.0,10.0,10.0,5.0
18:21,50.0,10.0,15.0,5.0,10.0,10.0,10.0,5.0
18:22,50.0,10.0,15.0,5.0,10.0,10.0,10.0,5.0
18:23,50.0,10.0,15.0,5.0,10.0,10.0,10.0,5.0
18:24,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
18:25,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
18:26,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
18:27,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
18:28,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
18:29,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
18:30,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
18:31,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
18:32,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
18:33,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
18:34,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
18:35,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
18:36,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
18:37,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
18:38,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
18:39,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
18:40,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
18:41,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
18:42,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
18:43,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
18:44,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
18:45,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
18:46,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
18:47,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
18:48,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
18:49,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
18:50,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
18:51,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
18:52,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
18:53,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
18:54,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
18:55,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
18:56,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
18:57,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
18:58,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
18:59,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
19:00,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
19:01,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
19:02,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
19:03,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
19:04,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
19:05,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
19:06,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
19:07,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
19:08,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
19:09,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
19:10,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
19:11,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
19:12,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
19:13,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
19:14,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
19:15,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
19:16,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
19:17,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
19:18,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
19:19,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
19:20,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
19:21,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
19:22,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
19:23,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
19:24,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
19:25,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
19:26,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
19:27,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
19:28,50.0,10.0,15.0,5.0,10.0,10.0,5.0,5.0
19:29,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
19:30,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
19:31,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
19:32,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
19:33,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
19:34,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
19:35,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
19:36,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
19:37,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
19:38,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
19:39,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
19:40,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
19:41,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
19:42,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
19:43,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
19:44,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
19:45,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
19:46,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
19:47,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
19:48,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
19:49,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
19:50,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
19:51,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
19:52,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
19:53,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
19:54,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
19:55,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
19:56,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
19:57,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
19:58,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
19:59,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
20:00,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
20:01,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
20:02,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
20:03,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
20:04,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
20:05,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
20:06,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
20:07,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
20:08,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
20:09,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
20:10,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
20:11,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
20:12,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
20:13,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
20:14,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
20:15,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
20:16,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
20:17,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
20:18,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
20:19,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
20:20,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
20:21,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
20:22,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
20:23,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
20:24,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
20:25,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
20:26,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
20:27,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
20:28,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
20:29,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
20:30,50.0,5.0,15.0,5.0,10.0,10.0,5.0,5.0
